Ref ID,Reference,Propellant type,Test #,Mass (kg),Fireball or Plume Distance (m),Measurement Distance (m),Burn time (sec),Peak flux (cal/cm^2/s),Av. flux (cal/cm^2/s),Hazard: Source,Event Type,Drum diameter (cm),Configuration,Notes
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,5,200,,10,0.9,11.57907461,4.369462117,Heat Flux: Test Data,,,,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25"
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,5,200,,5,0.9,25.98559767,9.805885915,Heat Flux: Test Data,,,,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25"
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,5,200,,5,0.9,27.73592291,10.466386,Heat Flux: Test Data,,,,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25"
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,5,200,,5,0.9,28.74572592,10.84744374,Heat Flux: Test Data,,,,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25"
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,5,200,,5,0.9,28.74572592,10.84744374,Heat Flux: Test Data,,,,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25"
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,5,200,,5,0.9,28.74572592,10.84744374,Heat Flux: Test Data,,,,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25"
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,5,200,,5,0.9,29.55356834,11.15228994,Heat Flux: Test Data,,,,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25"
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,5,200,,5,0.9,30.56337136,11.53334768,Heat Flux: Test Data,,,,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25"
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,5,200,,5,0.9,30.56337136,11.53334768,Heat Flux: Test Data,,,,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25"
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,6,500,,20,1.2,6.638685401,2.505164302,Heat Flux: Test Data,,,,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25"
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,6,500,,15,1.2,7.388214398,2.788005433,Heat Flux: Test Data,,,,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25"
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,6,500,,15,1.2,8.512507893,3.212267129,Heat Flux: Test Data,,,,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25"
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,6,500,,10,1.2,16.971478,6.404331321,Heat Flux: Test Data,,,,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25"
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,6,500,,10,1.2,17.02501579,6.424534259,Heat Flux: Test Data,,,,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25"
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,6,500,,10,1.2,20.6655852,7.798334038,Heat Flux: Test Data,,,,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25"
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,6,500,,10,1.2,22.8606344,8.626654492,Heat Flux: Test Data,,,,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25"
MSIAC 6,"Paquet et al., ""Modeling Propellant Fires Radiant Heat Flux"", JEM 2018",SB1,A1,0.1,,1.2,2.4,0.245999522,0.122999761,Heat Flux: Test Data,Unconfined,,,Ave heat flux is estimated from the peak heat flux/36
MSIAC 6,"Paquet et al., ""Modeling Propellant Fires Radiant Heat Flux"", JEM 2018",SB1,A1,0.1,,0.8,2.4,0.372581801,0.1862909,Heat Flux: Test Data,Unconfined,,,Ave heat flux is estimated from the peak heat flux/43
MSIAC 6,"Paquet et al., ""Modeling Propellant Fires Radiant Heat Flux"", JEM 2018",SB1,A1,0.1,,0.4,2.4,0.728445187,0.364222594,Heat Flux: Test Data,Unconfined,,,Durations not provided; estimated using equation provided in paper 3.225Q^0.126; Ave heat flux is estimated from the peak heat flux/2
MSIAC 6,"Paquet et al., ""Modeling Propellant Fires Radiant Heat Flux"", JEM 2018",SB1,A2,1,,1.2,3.2,0.312873179,0.156436589,Heat Flux: Test Data,Unconfined,,,Ave heat flux is estimated from the peak heat flux/37
MSIAC 6,"Paquet et al., ""Modeling Propellant Fires Radiant Heat Flux"", JEM 2018",SB1,A2,1,,0.8,3.2,1.117745402,0.558872701,Heat Flux: Test Data,Unconfined,,,Ave heat flux is estimated from the peak heat flux/44
MSIAC 6,"Paquet et al., ""Modeling Propellant Fires Radiant Heat Flux"", JEM 2018",SB1,A2,1,,0.4,3.2,2.314306186,1.157153093,Heat Flux: Test Data,Unconfined,,,Ave heat flux is estimated from the peak heat flux/2
MSIAC 6,"Paquet et al., ""Modeling Propellant Fires Radiant Heat Flux"", JEM 2018",SB1,A3,10,,3,4.3,1.124910437,0.562455219,Heat Flux: Test Data,Unconfined,,,Ave heat flux is estimated from the peak heat flux/25
MSIAC 6,"Paquet et al., ""Modeling Propellant Fires Radiant Heat Flux"", JEM 2018",SB1,A3,10,,2,4.3,1.151182231,0.575591115,Heat Flux: Test Data,Unconfined,,,Ave heat flux is estimated from the peak heat flux/30
MSIAC 6,"Paquet et al., ""Modeling Propellant Fires Radiant Heat Flux"", JEM 2018",SB1,A3,10,,1,4.3,2.039646525,1.019823262,Heat Flux: Test Data,Unconfined,,,Ave heat flux is estimated from the peak heat flux/39
MSIAC 6,"Paquet et al., ""Modeling Propellant Fires Radiant Heat Flux"", JEM 2018",SB1,A4,90.9,,9,5.7,0.554096011,0.277048006,Heat Flux: Test Data,Unconfined,,,Ave heat flux is estimated from the peak heat flux/9
MSIAC 6,"Paquet et al., ""Modeling Propellant Fires Radiant Heat Flux"", JEM 2018",SB1,A4,90.9,,6,5.7,1.540482446,0.770241223,Heat Flux: Test Data,Unconfined,,,Ave heat flux is estimated from the peak heat flux/17
MSIAC 6,"Paquet et al., ""Modeling Propellant Fires Radiant Heat Flux"", JEM 2018",SB1,A4,90.9,,3,5.7,2.467160258,1.233580129,Heat Flux: Test Data,Unconfined,,,Ave heat flux is estimated from the peak heat flux/28
